age,job,marital,education,balance,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
31,blue-collar,married,secondary,295,cellular,13,may,193,3,344,1,other,no
41,management,single,tertiary,3371,cellular,13,may,204,2,-1,0,unknown,no
43,blue-collar,divorced,secondary,47,cellular,13,may,163,2,370,1,failure,no
36,management,single,tertiary,181,cellular,13,may,159,2,278,4,failure,no
59,services,married,secondary,2965,cellular,13,may,1970,3,-1,0,unknown,yes
55,management,married,primary,1691,cellular,13,may,358,2,174,1,failure,no
34,blue-collar,married,secondary,467,cellular,13,may,195,2,357,2,failure,no
44,management,divorced,tertiary,388,telephone,13,may,246,2,370,2,success,no
40,blue-collar,divorced,secondary,635,cellular,13,may,122,2,-1,0,unknown,no
52,blue-collar,married,secondary,5828,telephone,13,may,276,2,-1,0,unknown,no
34,blue-collar,single,secondary,283,cellular,13,may,151,2,-1,0,unknown,no
27,services,single,secondary,223,cellular,13,may,297,2,-1,0,unknown,no
40,blue-collar,married,secondary,125,cellular,13,may,119,2,370,1,failure,no
33,entrepreneur,single,tertiary,1481,cellular,13,may,172,3,173,1,other,no
44,blue-collar,married,tertiary,1371,cellular,13,may,788,3,363,4,other,no
50,blue-collar,married,tertiary,267,cellular,13,may,187,3,-1,0,unknown,no
33,management,divorced,tertiary,5550,cellular,13,may,124,2,278,4,failure,no
39,blue-collar,single,primary,0,cellular,13,may,1975,5,-1,0,unknown,yes
35,services,married,secondary,102,cellular,13,may,252,5,-1,0,unknown,no
47,admin.,divorced,tertiary,846,cellular,13,may,85,2,370,2,failure,no
34,management,single,tertiary,29,cellular,13,may,248,2,-1,0,unknown,no
35,blue-collar,married,secondary,2737,cellular,13,may,199,3,-1,0,unknown,no
29,entrepreneur,married,secondary,714,cellular,13,may,482,2,-1,0,unknown,yes
37,services,single,tertiary,72,cellular,13,may,98,2,370,1,failure,no
51,blue-collar,divorced,secondary,581,cellular,13,may,107,7,173,2,other,no
22,management,single,tertiary,374,cellular,13,may,158,5,-1,0,unknown,no
36,services,single,secondary,328,cellular,13,may,194,3,-1,0,unknown,no
40,blue-collar,divorced,unknown,528,cellular,13,may,340,2,357,5,failure,no
33,blue-collar,married,secondary,540,cellular,13,may,88,2,-1,0,unknown,no
37,blue-collar,married,secondary,426,cellular,13,may,323,3,345,3,failure,no
31,blue-collar,single,secondary,2194,cellular,13,may,275,2,357,1,other,no
44,management,married,tertiary,12392,cellular,13,may,177,3,343,1,other,no
29,blue-collar,married,primary,97,cellular,13,may,431,2,-1,0,unknown,no
53,management,married,tertiary,-1112,cellular,13,may,53,3,308,1,failure,no
33,blue-collar,married,primary,410,cellular,13,may,396,2,355,2,failure,no
30,services,married,secondary,2191,cellular,13,may,157,4,-1,0,unknown,no
60,management,married,primary,-70,cellular,13,may,65,2,-1,0,unknown,no
41,services,married,secondary,471,cellular,13,may,954,2,293,4,success,yes
26,admin.,single,secondary,96,cellular,13,may,612,2,348,3,other,no
32,self-employed,married,secondary,8,cellular,13,may,251,2,-1,0,unknown,no
38,management,married,tertiary,0,cellular,13,may,537,5,303,2,failure,no
57,management,divorced,tertiary,408,cellular,13,may,402,2,351,1,failure,no
27,blue-collar,single,primary,265,cellular,13,may,1119,2,-1,0,unknown,yes
39,admin.,married,secondary,9618,cellular,13,may,94,2,338,1,failure,no
37,management,single,secondary,1572,cellular,13,may,499,3,-1,0,unknown,no
47,admin.,married,secondary,642,cellular,13,may,197,2,363,2,other,no
44,technician,single,secondary,33,cellular,13,may,195,3,351,10,failure,no
25,blue-collar,single,primary,-289,telephone,13,may,56,2,-1,0,unknown,no
57,services,single,primary,3777,telephone,13,may,65,2,-1,0,unknown,no
43,blue-collar,married,primary,794,cellular,13,may,38,3,-1,0,unknown,no
37,blue-collar,married,secondary,-308,cellular,13,may,168,4,310,11,failure,no
45,blue-collar,married,secondary,577,cellular,13,may,154,2,350,3,failure,no
27,admin.,married,secondary,249,cellular,13,may,307,2,-1,0,unknown,no
42,services,single,tertiary,94,cellular,13,may,45,4,-1,0,unknown,no
45,management,married,tertiary,54,telephone,13,may,107,3,-1,0,unknown,no
37,services,married,secondary,1328,telephone,13,may,121,2,341,4,failure,no
42,blue-collar,married,secondary,-336,cellular,13,may,318,3,303,2,failure,no
35,technician,married,secondary,712,cellular,13,may,255,2,264,5,failure,no
41,self-employed,married,secondary,305,cellular,13,may,174,2,-1,0,unknown,no
53,admin.,married,primary,234,telephone,13,may,53,7,-1,0,unknown,no
39,management,single,tertiary,93,cellular,13,may,196,2,331,3,failure,no
35,blue-collar,single,secondary,8040,cellular,13,may,173,2,-1,0,unknown,no
60,management,divorced,secondary,0,telephone,13,may,65,4,350,6,failure,no
47,blue-collar,married,primary,6150,cellular,13,may,444,2,174,2,failure,no
32,blue-collar,married,secondary,210,cellular,13,may,308,3,364,1,other,no
46,blue-collar,married,primary,5461,cellular,13,may,562,2,174,2,success,no
29,blue-collar,single,secondary,1550,cellular,13,may,228,3,-1,0,unknown,no
50,technician,divorced,secondary,-54,cellular,13,may,698,2,292,1,failure,yes
49,services,married,secondary,2409,cellular,13,may,272,4,293,2,failure,no
39,blue-collar,married,primary,640,cellular,13,may,220,4,370,2,other,no
35,services,single,secondary,0,cellular,13,may,419,2,-1,0,unknown,no
34,blue-collar,married,primary,3,cellular,13,may,369,2,-1,0,unknown,no
43,services,single,secondary,550,cellular,13,may,107,2,-1,0,unknown,no
36,management,divorced,tertiary,-978,cellular,13,may,62,3,-1,0,unknown,no
31,admin.,single,secondary,507,cellular,13,may,65,2,299,3,other,no
58,management,married,tertiary,4152,cellular,13,may,76,7,13,6,success,no
51,technician,married,secondary,-491,cellular,13,may,805,2,-1,0,unknown,no
51,blue-collar,married,secondary,707,telephone,13,may,97,5,-1,0,unknown,no
36,blue-collar,married,secondary,330,cellular,13,may,777,2,-1,0,unknown,no
57,blue-collar,married,secondary,25,cellular,13,may,378,2,359,1,failure,no
46,management,married,tertiary,1103,cellular,13,may,185,2,278,3,failure,no
42,services,single,secondary,-193,cellular,13,may,1805,4,-1,0,unknown,no
41,services,divorced,secondary,654,cellular,13,may,139,2,-1,0,unknown,no
42,management,divorced,tertiary,47,cellular,13,may,222,2,370,1,failure,no
34,management,single,tertiary,3821,cellular,13,may,649,2,-1,0,unknown,yes
31,services,single,secondary,222,cellular,13,may,168,2,-1,0,unknown,no
35,blue-collar,married,primary,445,cellular,13,may,237,2,363,2,other,no
47,blue-collar,married,primary,3067,cellular,13,may,141,2,-1,0,unknown,no
39,blue-collar,married,secondary,41,cellular,13,may,135,3,-1,0,unknown,no
43,management,married,tertiary,1264,cellular,13,may,102,2,-1,0,unknown,no
56,technician,married,unknown,84,cellular,13,may,65,2,370,1,failure,no
32,technician,single,secondary,271,cellular,13,may,80,2,268,2,other,no
46,services,divorced,secondary,2268,cellular,13,may,281,3,-1,0,unknown,no
36,services,married,secondary,-302,cellular,13,may,36,2,-1,0,unknown,no
47,blue-collar,divorced,primary,409,cellular,13,may,143,2,364,1,other,no
38,blue-collar,married,primary,168,telephone,13,may,212,3,-1,0,unknown,no
34,blue-collar,married,secondary,3778,telephone,13,may,259,3,-1,0,unknown,no
31,services,married,secondary,143,cellular,13,may,221,2,-1,0,unknown,no
35,unemployed,single,secondary,9,cellular,13,may,84,2,364,2,failure,no
42,management,married,tertiary,1162,cellular,13,may,406,5,364,1,other,no
41,blue-collar,married,secondary,-664,cellular,13,may,185,4,-1,0,unknown,no
45,technician,divorced,secondary,809,cellular,13,may,155,2,363,4,failure,no
31,unemployed,married,tertiary,232,cellular,13,may,53,3,-1,0,unknown,no
51,services,married,secondary,107,telephone,13,may,99,2,369,4,failure,no
34,blue-collar,single,secondary,39,cellular,13,may,254,2,299,3,failure,no
38,blue-collar,divorced,primary,0,cellular,13,may,531,2,-1,0,unknown,yes
33,blue-collar,married,primary,324,cellular,13,may,217,2,-1,0,unknown,no
51,blue-collar,married,primary,1203,telephone,13,may,25,4,350,7,failure,no
38,technician,single,tertiary,69,cellular,13,may,253,3,-1,0,unknown,no
40,blue-collar,married,primary,104,cellular,13,may,277,2,343,2,failure,no
36,blue-collar,married,primary,2040,cellular,13,may,125,2,-1,0,unknown,no
37,admin.,married,secondary,68,cellular,13,may,151,2,351,1,failure,no
30,blue-collar,single,primary,17,cellular,13,may,125,3,-1,0,unknown,no
35,housemaid,single,secondary,-122,cellular,13,may,97,5,-1,0,unknown,no
52,management,divorced,secondary,-607,cellular,13,may,449,6,-1,0,unknown,no
34,blue-collar,married,secondary,113,cellular,13,may,16,2,-1,0,unknown,no
45,admin.,married,secondary,358,cellular,13,may,134,2,-1,0,unknown,no
35,blue-collar,married,secondary,635,cellular,13,may,265,2,-1,0,unknown,no
36,blue-collar,married,primary,38,cellular,13,may,285,2,335,1,other,no
49,admin.,single,primary,655,cellular,13,may,32,5,-1,0,unknown,no
42,blue-collar,married,primary,21,cellular,13,may,383,5,288,11,other,no
52,management,married,tertiary,0,telephone,13,may,179,3,257,6,other,no
55,retired,married,secondary,1279,cellular,13,may,446,3,357,8,other,no
33,blue-collar,married,primary,142,cellular,13,may,136,5,-1,0,unknown,no
44,admin.,divorced,tertiary,994,cellular,13,may,420,3,-1,0,unknown,no
39,blue-collar,married,secondary,0,cellular,13,may,513,3,176,2,failure,no
40,management,married,tertiary,342,cellular,13,may,133,4,-1,0,unknown,no
42,services,married,secondary,108,cellular,13,may,225,2,365,7,failure,no
32,blue-collar,married,secondary,335,cellular,13,may,240,3,370,1,failure,no
27,management,single,tertiary,205,cellular,13,may,204,3,-1,0,unknown,no
35,blue-collar,married,primary,298,cellular,13,may,135,2,370,2,failure,no
47,blue-collar,married,unknown,878,cellular,13,may,245,4,-1,0,unknown,no
30,technician,single,tertiary,106,cellular,13,may,119,3,-1,0,unknown,no
29,services,divorced,secondary,-7,cellular,13,may,1279,3,-1,0,unknown,yes
29,services,married,secondary,182,telephone,13,may,38,3,-1,0,unknown,no
48,technician,married,secondary,-38,cellular,13,may,331,3,-1,0,unknown,no
33,technician,married,secondary,668,cellular,13,may,771,2,173,4,other,no
32,services,married,tertiary,4908,cellular,13,may,491,2,-1,0,unknown,no
40,blue-collar,married,primary,830,cellular,13,may,873,3,370,2,failure,yes
32,technician,single,tertiary,0,cellular,13,may,440,2,-1,0,unknown,yes
55,technician,married,tertiary,639,telephone,13,may,992,5,370,3,other,no
38,blue-collar,married,primary,4406,telephone,13,may,689,2,-1,0,unknown,yes
37,blue-collar,married,secondary,121,cellular,13,may,302,4,-1,0,unknown,no
31,services,single,secondary,1510,cellular,13,may,72,4,176,1,failure,no
44,services,married,secondary,4837,cellular,13,may,324,3,-1,0,unknown,no
53,technician,married,secondary,6831,cellular,13,may,1130,2,-1,0,unknown,yes
41,management,married,tertiary,1204,cellular,13,may,310,2,-1,0,unknown,no
52,entrepreneur,married,secondary,3332,cellular,13,may,182,4,-1,0,unknown,no
35,blue-collar,single,unknown,597,cellular,13,may,1309,2,-1,0,unknown,no
38,unemployed,single,secondary,1354,cellular,13,may,364,2,343,4,failure,no
49,entrepreneur,married,tertiary,4976,cellular,13,may,36,9,173,1,failure,no
29,blue-collar,single,primary,1768,cellular,13,may,426,3,344,1,other,no
35,technician,married,secondary,-255,cellular,13,may,196,3,265,2,failure,no
33,technician,single,secondary,181,cellular,13,may,25,7,-1,0,unknown,no
32,blue-collar,married,secondary,-446,cellular,13,may,126,2,344,1,failure,no
39,management,single,tertiary,30,cellular,13,may,201,3,-1,0,unknown,no
42,services,divorced,secondary,83,cellular,13,may,300,5,358,6,failure,no
35,services,divorced,secondary,78,telephone,13,may,630,3,371,3,failure,no
47,services,single,secondary,897,telephone,13,may,48,4,176,2,failure,no
45,admin.,married,secondary,1501,cellular,13,may,189,3,-1,0,unknown,no
30,management,single,tertiary,2,cellular,13,may,305,8,-1,0,unknown,no
32,technician,married,tertiary,396,cellular,13,may,205,3,-1,0,unknown,no
27,student,single,secondary,89,cellular,14,may,68,3,-1,0,unknown,no
35,services,married,secondary,1417,cellular,14,may,65,3,-1,0,unknown,no
34,management,married,tertiary,186,cellular,14,may,115,3,-1,0,unknown,no
32,services,single,secondary,385,cellular,14,may,247,2,-1,0,unknown,no
51,entrepreneur,married,secondary,934,cellular,14,may,164,3,-1,0,unknown,no
28,blue-collar,single,secondary,5,cellular,14,may,178,2,360,3,failure,no
26,services,single,tertiary,130,cellular,14,may,24,7,302,1,failure,no
29,admin.,single,secondary,65,cellular,14,may,9,6,-1,0,unknown,no
38,management,divorced,tertiary,1149,cellular,14,may,91,4,-1,0,unknown,no
42,blue-collar,married,primary,1398,telephone,14,may,36,6,-1,0,unknown,no
31,management,married,tertiary,22546,cellular,14,may,8,6,267,4,failure,no
37,services,married,secondary,1140,cellular,14,may,33,3,-1,0,unknown,no
37,blue-collar,married,secondary,3269,cellular,14,may,121,2,-1,0,unknown,no
28,blue-collar,married,primary,674,telephone,14,may,921,4,-1,0,unknown,no
30,blue-collar,married,secondary,2583,cellular,14,may,436,3,-1,0,unknown,no
35,blue-collar,married,unknown,568,cellular,14,may,119,2,293,1,failure,no
35,blue-collar,single,primary,1284,telephone,14,may,13,5,-1,0,unknown,no
45,blue-collar,married,primary,528,cellular,14,may,16,7,-1,0,unknown,no
40,blue-collar,single,primary,2226,telephone,14,may,7,7,-1,0,unknown,no
34,services,single,secondary,183,cellular,14,may,259,4,-1,0,unknown,no
55,entrepreneur,divorced,tertiary,903,telephone,14,may,536,3,-1,0,unknown,no
40,services,divorced,secondary,131,cellular,14,may,102,3,-1,0,unknown,no
32,blue-collar,married,secondary,822,cellular,14,may,19,8,366,6,failure,no
33,management,married,secondary,-224,cellular,14,may,152,2,259,8,other,no
56,blue-collar,married,secondary,126,cellular,14,may,113,2,-1,0,unknown,no
30,blue-collar,single,secondary,348,cellular,14,may,14,3,358,1,other,no
34,technician,divorced,secondary,175,cellular,14,may,21,8,-1,0,unknown,no
28,admin.,single,secondary,20,cellular,14,may,17,5,370,4,other,no
47,admin.,married,secondary,120,telephone,14,may,18,6,365,11,failure,no
46,blue-collar,married,secondary,2836,cellular,14,may,13,7,358,7,other,no
45,blue-collar,single,secondary,0,cellular,14,may,17,7,287,13,other,no
42,blue-collar,married,primary,325,cellular,14,may,99,4,-1,0,unknown,no
39,management,married,tertiary,0,cellular,14,may,11,15,261,38,failure,no
44,services,divorced,secondary,206,cellular,14,may,78,1,365,1,failure,no
31,management,married,secondary,466,cellular,14,may,164,1,-1,0,unknown,no
49,services,married,tertiary,411,telephone,14,may,9,6,-1,0,unknown,no
44,services,divorced,secondary,130,cellular,14,may,263,1,371,1,failure,no
56,blue-collar,married,secondary,244,cellular,14,may,465,3,-1,0,unknown,no
43,blue-collar,married,secondary,1437,cellular,14,may,94,1,-1,0,unknown,no
36,admin.,divorced,secondary,437,cellular,14,may,722,2,344,1,success,yes
33,management,single,secondary,1615,cellular,14,may,178,8,174,3,failure,no
49,technician,married,secondary,-205,cellular,14,may,6,6,309,1,failure,no
43,blue-collar,single,secondary,276,cellular,14,may,33,6,-1,0,unknown,no
33,admin.,married,secondary,1521,cellular,14,may,222,1,-1,0,unknown,no
34,blue-collar,married,secondary,529,cellular,14,may,325,1,351,3,failure,no
26,management,single,tertiary,3944,cellular,14,may,974,2,-1,0,unknown,yes
32,management,single,tertiary,469,cellular,14,may,925,1,-1,0,unknown,no
43,management,married,tertiary,1712,cellular,14,may,254,11,-1,0,unknown,no
35,technician,married,tertiary,-269,cellular,14,may,344,4,-1,0,unknown,no
58,services,married,primary,2946,cellular,14,may,467,1,-1,0,unknown,yes
55,self-employed,married,secondary,203,telephone,14,may,9,5,174,12,other,no
33,admin.,single,secondary,223,cellular,14,may,15,11,352,4,failure,no
54,admin.,single,secondary,3344,cellular,14,may,12,8,-1,0,unknown,no
27,blue-collar,married,secondary,1028,cellular,14,may,580,1,329,1,failure,no
36,blue-collar,married,unknown,1336,cellular,14,may,42,7,-1,0,unknown,no
35,blue-collar,married,secondary,257,cellular,14,may,186,1,-1,0,unknown,no
33,management,single,tertiary,283,cellular,14,may,40,1,-1,0,unknown,no
26,blue-collar,single,primary,619,cellular,14,may,720,1,352,1,failure,no
36,services,married,secondary,3988,cellular,14,may,141,1,-1,0,unknown,no
33,services,single,secondary,100,cellular,14,may,11,8,297,7,other,no
44,blue-collar,married,secondary,-182,cellular,14,may,10,10,-1,0,unknown,no
28,blue-collar,single,primary,54,cellular,14,may,533,1,371,1,other,yes
37,services,divorced,secondary,241,cellular,14,may,189,1,371,1,failure,no
37,technician,single,secondary,2139,cellular,14,may,146,3,-1,0,unknown,no
33,blue-collar,married,primary,149,cellular,14,may,21,2,-1,0,unknown,no
31,services,married,secondary,179,cellular,14,may,365,1,351,1,failure,no
33,technician,single,secondary,1733,cellular,14,may,895,3,-1,0,unknown,no
41,blue-collar,married,unknown,2361,cellular,14,may,91,1,-1,0,unknown,no
39,technician,married,secondary,133,cellular,14,may,84,4,352,4,other,no
32,management,married,tertiary,62,cellular,14,may,166,1,-1,0,unknown,no
31,blue-collar,single,secondary,982,cellular,14,may,182,1,-1,0,unknown,no
32,services,single,secondary,159,cellular,14,may,46,1,-1,0,unknown,no
32,technician,single,tertiary,13711,cellular,14,may,638,1,175,3,success,no
48,blue-collar,divorced,secondary,2071,cellular,14,may,127,1,-1,0,unknown,no
39,blue-collar,single,secondary,523,cellular,14,may,306,1,-1,0,unknown,no
52,management,married,secondary,2216,cellular,14,may,161,1,332,8,failure,no
49,blue-collar,married,secondary,-454,cellular,14,may,558,1,-1,0,unknown,yes
32,admin.,single,secondary,-133,cellular,14,may,119,1,352,2,failure,no
34,blue-collar,married,primary,-204,cellular,14,may,61,6,-1,0,unknown,no
32,services,single,unknown,6145,cellular,14,may,362,1,287,13,failure,no
33,management,married,tertiary,0,cellular,14,may,83,2,-1,0,unknown,no
35,blue-collar,divorced,secondary,-566,cellular,14,may,151,2,353,2,failure,no
39,blue-collar,married,secondary,49,cellular,14,may,566,1,370,2,failure,no
33,blue-collar,married,secondary,1233,cellular,14,may,141,1,-1,0,unknown,no
31,admin.,single,secondary,1270,cellular,14,may,291,1,364,1,other,no
28,admin.,married,secondary,84,cellular,14,may,287,1,-1,0,unknown,no
29,admin.,single,secondary,25,cellular,14,may,244,1,343,2,failure,no
26,blue-collar,single,secondary,1006,cellular,14,may,667,1,-1,0,unknown,yes
38,services,married,secondary,934,cellular,14,may,715,1,-1,0,unknown,yes
38,blue-collar,divorced,secondary,2048,cellular,14,may,123,1,-1,0,unknown,no
31,blue-collar,married,secondary,125,cellular,14,may,201,1,350,2,failure,no
31,blue-collar,single,tertiary,328,cellular,14,may,414,1,175,1,failure,no
28,student,single,tertiary,170,telephone,14,may,16,5,-1,0,unknown,no
37,management,single,tertiary,833,cellular,14,may,212,1,-1,0,unknown,no
31,blue-collar,married,primary,554,cellular,14,may,317,1,352,5,failure,no
44,blue-collar,married,secondary,500,cellular,14,may,86,2,304,2,failure,no
32,blue-collar,married,secondary,22,cellular,14,may,145,1,-1,0,unknown,no
32,blue-collar,married,secondary,1914,cellular,14,may,532,1,358,1,failure,no
52,admin.,divorced,secondary,1135,cellular,14,may,248,1,-1,0,unknown,no
47,admin.,divorced,secondary,980,cellular,14,may,158,1,-1,0,unknown,no
46,technician,married,tertiary,217,cellular,14,may,141,1,346,2,other,no
41,blue-collar,married,secondary,14,cellular,14,may,161,3,-1,0,unknown,no
30,student,single,tertiary,31,cellular,14,may,23,1,-1,0,unknown,no
40,services,married,secondary,438,telephone,14,may,276,1,-1,0,unknown,no
46,management,divorced,tertiary,225,cellular,14,may,201,1,345,1,other,no
44,management,married,unknown,415,telephone,14,may,7,7,-1,0,unknown,no
36,management,married,tertiary,242,cellular,14,may,20,1,-1,0,unknown,no
38,admin.,married,secondary,66,cellular,14,may,51,1,365,7,failure,no
35,blue-collar,married,primary,602,cellular,14,may,467,6,-1,0,unknown,no
36,management,married,tertiary,532,cellular,14,may,603,1,-1,0,unknown,no
28,services,married,primary,3,cellular,14,may,9,1,-1,0,unknown,no
38,technician,single,tertiary,744,cellular,14,may,283,1,288,12,other,no
36,self-employed,married,tertiary,307,cellular,14,may,341,1,330,2,other,no
36,admin.,divorced,secondary,869,cellular,14,may,102,1,350,1,failure,no
49,blue-collar,married,tertiary,1769,cellular,14,may,283,2,-1,0,unknown,no
54,services,married,primary,8,cellular,14,may,143,1,-1,0,unknown,no
44,admin.,divorced,secondary,2999,cellular,14,may,717,1,-1,0,unknown,yes
28,blue-collar,single,secondary,61,cellular,14,may,428,3,-1,0,unknown,no
38,services,divorced,secondary,6182,cellular,14,may,484,3,177,1,other,no
33,management,single,tertiary,5145,cellular,14,may,338,1,175,2,other,no
43,blue-collar,divorced,secondary,688,cellular,14,may,149,3,-1,0,unknown,no
43,blue-collar,married,secondary,117,cellular,14,may,73,1,370,1,failure,no
47,technician,married,secondary,417,cellular,14,may,94,1,-1,0,unknown,no
43,blue-collar,single,secondary,592,cellular,14,may,260,1,-1,0,unknown,no
38,management,single,tertiary,-119,cellular,14,may,185,1,-1,0,unknown,no
23,blue-collar,married,secondary,0,cellular,14,may,223,1,-1,0,unknown,no
36,management,single,tertiary,85,cellular,14,may,76,1,-1,0,unknown,no
56,blue-collar,married,primary,828,cellular,14,may,214,1,349,1,failure,no
49,management,married,tertiary,85,cellular,14,may,590,5,359,1,other,yes
40,retired,divorced,primary,919,cellular,14,may,103,2,-1,0,unknown,no
26,admin.,single,secondary,66,cellular,14,may,451,1,339,3,failure,no
29,technician,single,secondary,500,cellular,14,may,273,3,-1,0,unknown,no
31,self-employed,single,tertiary,17924,cellular,14,may,745,1,174,3,failure,yes
55,blue-collar,divorced,primary,8180,cellular,14,may,854,2,360,1,failure,yes
39,services,married,secondary,20928,cellular,14,may,1166,1,352,1,other,no
48,blue-collar,married,secondary,503,cellular,14,may,105,1,-1,0,unknown,no
34,blue-collar,married,secondary,2436,cellular,14,may,8,7,-1,0,unknown,no
44,admin.,single,secondary,275,cellular,14,may,7,5,367,4,failure,no
32,management,married,tertiary,2431,cellular,14,may,646,5,-1,0,unknown,yes
49,blue-collar,single,primary,87,telephone,14,may,162,2,-1,0,unknown,no
37,technician,married,secondary,720,cellular,14,may,365,6,36,3,failure,no
37,admin.,divorced,secondary,0,cellular,14,may,17,7,-1,0,unknown,no
40,unemployed,married,secondary,270,cellular,14,may,255,2,345,1,failure,no
40,technician,married,tertiary,253,cellular,14,may,377,4,280,2,other,no
43,management,married,primary,62,cellular,14,may,133,1,300,3,failure,no
37,admin.,single,secondary,9,cellular,14,may,165,1,-1,0,unknown,no
35,services,married,secondary,341,cellular,14,may,345,1,-1,0,unknown,yes
48,blue-collar,divorced,primary,194,cellular,14,may,263,1,-1,0,unknown,no
35,admin.,married,secondary,3863,cellular,14,may,125,1,175,1,failure,no
50,blue-collar,divorced,primary,1629,cellular,14,may,67,1,-1,0,unknown,no
31,services,married,secondary,640,cellular,14,may,411,2,-1,0,unknown,no
35,management,single,tertiary,-146,cellular,14,may,279,1,266,1,failure,no
35,blue-collar,single,secondary,4963,cellular,14,may,456,1,300,1,failure,yes
33,blue-collar,married,secondary,705,cellular,14,may,112,2,-1,0,unknown,no
35,services,single,secondary,35,cellular,14,may,152,1,-1,0,unknown,no
31,admin.,married,secondary,8781,cellular,14,may,680,1,177,1,success,yes
28,blue-collar,married,secondary,373,cellular,14,may,10,9,344,1,failure,no
39,technician,single,secondary,1355,cellular,14,may,1180,1,-1,0,unknown,yes
39,management,single,tertiary,3202,cellular,14,may,14,8,-1,0,unknown,no
48,admin.,divorced,unknown,-70,cellular,14,may,243,1,-1,0,unknown,no
29,admin.,married,secondary,6429,cellular,14,may,535,1,352,2,failure,no
49,entrepreneur,divorced,secondary,816,cellular,14,may,12,7,-1,0,unknown,no
29,blue-collar,single,unknown,913,telephone,14,may,188,1,352,2,failure,no
38,technician,single,secondary,1211,cellular,14,may,498,1,358,1,success,no
53,services,divorced,primary,146,cellular,14,may,149,1,370,1,failure,no
28,services,married,secondary,0,telephone,14,may,62,7,-1,0,unknown,no
50,blue-collar,married,secondary,-581,cellular,14,may,877,2,345,5,failure,no
40,admin.,single,primary,846,cellular,14,may,204,1,-1,0,unknown,no
48,admin.,divorced,secondary,-407,cellular,14,may,210,2,352,1,failure,no
54,retired,married,secondary,1139,cellular,14,may,155,1,177,7,failure,no
34,management,married,tertiary,902,cellular,14,may,159,1,367,2,other,no
28,admin.,divorced,secondary,-504,cellular,14,may,578,1,-1,0,unknown,yes
59,management,married,tertiary,2260,cellular,14,may,303,1,-1,0,unknown,no
31,blue-collar,single,secondary,183,cellular,14,may,258,1,300,1,success,no
55,management,married,primary,366,cellular,14,may,161,1,364,1,failure,no
26,admin.,single,secondary,-930,cellular,14,may,786,1,-1,0,unknown,yes
39,management,married,tertiary,1738,cellular,14,may,633,1,358,1,other,yes
29,management,single,tertiary,21,cellular,14,may,107,4,371,3,failure,no
46,management,divorced,tertiary,233,cellular,14,may,57,4,-1,0,unknown,no
48,blue-collar,married,primary,214,cellular,14,may,307,1,177,2,failure,yes
39,technician,single,secondary,-237,cellular,14,may,64,2,-1,0,unknown,no
42,blue-collar,single,primary,22,cellular,14,may,116,4,365,1,failure,no
35,blue-collar,married,primary,113,cellular,14,may,318,3,-1,0,unknown,no
30,technician,married,secondary,0,cellular,14,may,47,3,-1,0,unknown,no
23,admin.,single,secondary,21,cellular,14,may,183,3,-1,0,unknown,no
37,blue-collar,married,unknown,969,cellular,14,may,343,2,-1,0,unknown,no
25,student,single,secondary,963,telephone,14,may,230,4,301,1,failure,no
28,admin.,single,secondary,3,cellular,14,may,138,2,-1,0,unknown,no
42,blue-collar,married,primary,142,cellular,14,may,11,5,-1,0,unknown,no
28,blue-collar,married,primary,206,cellular,14,may,155,2,-1,0,unknown,no
55,retired,married,secondary,785,cellular,14,may,47,1,370,2,failure,no
42,entrepreneur,married,secondary,718,cellular,14,may,201,2,365,2,failure,no
33,blue-collar,married,secondary,687,cellular,14,may,72,2,370,1,failure,no
39,management,married,tertiary,1090,cellular,14,may,11,5,-1,0,unknown,no
45,blue-collar,married,primary,345,telephone,14,may,289,3,-1,0,unknown,no
43,technician,married,secondary,38,cellular,14,may,273,1,-1,0,unknown,no
30,admin.,single,secondary,43,cellular,14,may,91,1,370,2,failure,no
40,blue-collar,married,primary,3705,cellular,14,may,23,1,332,1,failure,no
28,technician,single,tertiary,375,cellular,14,may,43,1,350,1,other,no
43,management,married,tertiary,-271,telephone,14,may,121,1,-1,0,unknown,no
40,blue-collar,divorced,secondary,973,cellular,14,may,449,1,-1,0,unknown,yes
50,management,married,secondary,125,cellular,14,may,8,5,-1,0,unknown,no
30,blue-collar,married,secondary,15,cellular,14,may,524,1,370,2,failure,no
37,blue-collar,married,primary,397,telephone,14,may,13,5,-1,0,unknown,no
48,management,divorced,tertiary,541,cellular,14,may,72,1,363,2,other,no
46,blue-collar,married,secondary,431,cellular,14,may,157,4,367,1,failure,no
60,blue-collar,married,secondary,1407,cellular,14,may,112,1,370,1,failure,no
34,blue-collar,married,secondary,175,cellular,14,may,50,2,364,2,failure,no
43,entrepreneur,married,primary,2315,cellular,14,may,42,1,-1,0,unknown,no
41,blue-collar,single,secondary,1880,cellular,14,may,35,1,356,10,other,no
33,blue-collar,single,secondary,142,cellular,14,may,123,1,360,3,other,no
43,technician,single,secondary,214,cellular,14,may,335,1,-1,0,unknown,no
32,admin.,married,secondary,684,cellular,14,may,607,3,-1,0,unknown,yes
30,blue-collar,married,secondary,-97,cellular,14,may,255,1,356,1,other,no
34,blue-collar,single,secondary,1351,cellular,14,may,334,2,-1,0,unknown,no
55,retired,married,primary,-966,cellular,14,may,104,1,-1,0,unknown,no
